lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje,seccion
Excelente,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",1,Regiones,Sureste,28.88241247,Satisfacción y trato
Bueno,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",2,Regiones,Sureste,40.86121842,Satisfacción y trato
Regular,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",3,Regiones,Sureste,19.60453025,Satisfacción y trato
Malo,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",4,Regiones,Sureste,5.17616819,Satisfacción y trato
Pésimo,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",5,Regiones,Sureste,5.24765942,Satisfacción y trato
No quiero responder,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",96,Regiones,Sureste,0.12367382,Satisfacción y trato
No sé,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",99,Regiones,Sureste,0.10433742,Satisfacción y trato
Todos,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",1,Regiones,Norte,51.26999593,Surtimiento de medicamentos
La mitad,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",2,Regiones,Norte,7.02414658,Surtimiento de medicamentos
Algunos,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",3,Regiones,Norte,9.44300543,Surtimiento de medicamentos
Me faltó alguno,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",4,Regiones,Norte,28.6514597,Surtimiento de medicamentos
Ninguno,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",5,Regiones,Norte,2.70588121,Surtimiento de medicamentos
No quiero responder,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",96,Regiones,Norte,0.24738253,Surtimiento de medicamentos
No sé,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",99,Regiones,Norte,0.65812861,Surtimiento de medicamentos
Todos,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",1,Regiones,Centro,60.78120912,Surtimiento de medicamentos
La mitad,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",2,Regiones,Centro,4.75335858,Surtimiento de medicamentos
Algunos,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",3,Regiones,Centro,7.87509259,Surtimiento de medicamentos
Me faltó alguno,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",4,Regiones,Centro,23.12263669,Surtimiento de medicamentos
Ninguno,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",5,Regiones,Centro,2.55445594,Surtimiento de medicamentos
No quiero responder,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",96,Regiones,Centro,0.28177241,Surtimiento de medicamentos
No sé,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",99,Regiones,Centro,0.63147467,Surtimiento de medicamentos
Todos,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",1,Regiones,Occidente,60.19791934,Surtimiento de medicamentos
La mitad,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",2,Regiones,Occidente,5.85100031,Surtimiento de medicamentos
Algunos,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",3,Regiones,Occidente,7.29585961,Surtimiento de medicamentos
Me faltó alguno,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",4,Regiones,Occidente,22.73516388,Surtimiento de medicamentos
Ninguno,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",5,Regiones,Occidente,2.76886426,Surtimiento de medicamentos
No quiero responder,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",96,Regiones,Occidente,0.30973703,Surtimiento de medicamentos
No sé,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",99,Regiones,Occidente,0.84145557,Surtimiento de medicamentos
Todos,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",1,Regiones,Sureste,61.78224358,Surtimiento de medicamentos
La mitad,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",2,Regiones,Sureste,4.40626074,Surtimiento de medicamentos
Algunos,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",3,Regiones,Sureste,6.98146726,Surtimiento de medicamentos
Me faltó alguno,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",4,Regiones,Sureste,23.88740478,Surtimiento de medicamentos
Ninguno,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",5,Regiones,Sureste,1.92331284,Surtimiento de medicamentos
No quiero responder,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",96,Regiones,Sureste,0.29108516,Surtimiento de medicamentos
No sé,totmed,"De las medicinas que acudió a surtir, ¿recuerda cuántos medicamentos le dieron en la farmacia de la unidad?",99,Regiones,Sureste,0.72822565,Surtimiento de medicamentos
Excelente,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,1,Regiones,Norte,13.87689382,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Buena,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,2,Regiones,Norte,46.31291112,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Regular,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,3,Regiones,Norte,29.02496801,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Mala,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,4,Regiones,Norte,6.16077658,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Pésima,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,5,Regiones,Norte,2.5987214,Actuación del IMSS ante la contingencia sanitaria por Covid-19
No quiero responder,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,96,Regiones,Norte,0.18615426,Actuación del IMSS ante la contingencia sanitaria por Covid-19
No sé,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,99,Regiones,Norte,1.83957482,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Excelente,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,1,Regiones,Centro,11.86033809,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Buena,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,2,Regiones,Centro,43.84028893,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Regular,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,3,Regiones,Centro,30.55983817,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Mala,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,4,Regiones,Centro,6.92912198,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Pésima,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,5,Regiones,Centro,4.16273936,Actuación del IMSS ante la contingencia sanitaria por Covid-19
No quiero responder,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,96,Regiones,Centro,0.30512946,Actuación del IMSS ante la contingencia sanitaria por Covid-19
No sé,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,99,Regiones,Centro,2.34254401,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Excelente,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,1,Regiones,Occidente,12.85091091,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Buena,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,2,Regiones,Occidente,44.29965548,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Regular,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,3,Regiones,Occidente,29.37644408,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Mala,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,4,Regiones,Occidente,7.3529584,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Pésima,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,5,Regiones,Occidente,3.36346356,Actuación del IMSS ante la contingencia sanitaria por Covid-19
No quiero responder,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,96,Regiones,Occidente,0.34793801,Actuación del IMSS ante la contingencia sanitaria por Covid-19
No sé,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,99,Regiones,Occidente,2.40862955,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Excelente,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,1,Regiones,Sureste,14.68353468,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Buena,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,2,Regiones,Sureste,46.80595056,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Regular,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,3,Regiones,Sureste,28.24274646,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Mala,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,4,Regiones,Sureste,5.23712677,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Pésima,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,5,Regiones,Sureste,2.5950826,Actuación del IMSS ante la contingencia sanitaria por Covid-19
No quiero responder,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,96,Regiones,Sureste,0.3449066,Actuación del IMSS ante la contingencia sanitaria por Covid-19
No sé,imsscovid,¿Cómo califica la actuación del IMSS ante la actual contingencia sanitaria Covid-19?,99,Regiones,Sureste,2.09065232,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Mejor que las otras,imsscomp,"Comparada con otras instituciones de salud, ¿cómo considera las medidas que ha ejercido el IMSS para enfrentar la pandemia por Covid-19?",1,Regiones,Norte,22.00420004,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Igual que las otras,imsscomp,"Comparada con otras instituciones de salud, ¿cómo considera las medidas que ha ejercido el IMSS para enfrentar la pandemia por Covid-19?",2,Regiones,Norte,55.42797898,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Peor que las otras,imsscomp,"Comparada con otras instituciones de salud, ¿cómo considera las medidas que ha ejercido el IMSS para enfrentar la pandemia por Covid-19?",3,Regiones,Norte,10.42634148,Actuación del IMSS ante la contingencia sanitaria por Covid-19
No quiero responder,imsscomp,"Comparada con otras instituciones de salud, ¿cómo considera las medidas que ha ejercido el IMSS para enfrentar la pandemia por Covid-19?",96,Regiones,Norte,1.2372638,Actuación del IMSS ante la contingencia sanitaria por Covid-19
No sé,imsscomp,"Comparada con otras instituciones de salud, ¿cómo considera las medidas que ha ejercido el IMSS para enfrentar la pandemia por Covid-19?",99,Regiones,Norte,10.9042157,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Mejor que las otras,imsscomp,"Comparada con otras instituciones de salud, ¿cómo considera las medidas que ha ejercido el IMSS para enfrentar la pandemia por Covid-19?",1,Regiones,Centro,22.37335302,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Igual que las otras,imsscomp,"Comparada con otras instituciones de salud, ¿cómo considera las medidas que ha ejercido el IMSS para enfrentar la pandemia por Covid-19?",2,Regiones,Centro,50.94362581,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Peor que las otras,imsscomp,"Comparada con otras instituciones de salud, ¿cómo considera las medidas que ha ejercido el IMSS para enfrentar la pandemia por Covid-19?",3,Regiones,Centro,10.78630918,Actuación del IMSS ante la contingencia sanitaria por Covid-19
No quiero responder,imsscomp,"Comparada con otras instituciones de salud, ¿cómo considera las medidas que ha ejercido el IMSS para enfrentar la pandemia por Covid-19?",96,Regiones,Centro,1.0327848,Actuación del IMSS ante la contingencia sanitaria por Covid-19
No sé,imsscomp,"Comparada con otras instituciones de salud, ¿cómo considera las medidas que ha ejercido el IMSS para enfrentar la pandemia por Covid-19?",99,Regiones,Centro,14.86392719,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Mejor que las otras,imsscomp,"Comparada con otras instituciones de salud, ¿cómo considera las medidas que ha ejercido el IMSS para enfrentar la pandemia por Covid-19?",1,Regiones,Occidente,23.68407084,Actuación del IMSS ante la contingencia sanitaria por Covid-19
Igual que las otras,imsscomp,"Comparada con otras instituciones de salud, ¿cómo considera las medidas que ha ejercido el IMSS para enfrentar la pandemia por Covid-19?",2,Regiones,Occidente,52.07484377,Actuación del IMSS ante la contingencia sanitaria por Covid-19
